season,lg_id,team_id,wins,losses,rank_team,avg_age,avg_ht,avg_wt,g,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,division,conference,finish
2017.0,NBA,ATL,24.0,58.0,5.0,25.4,78.0,212.0,82.0,240.3,38.2,85.5,0.446,11.2,31.0,0.36,27.0,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.6,19.6,103.4,Southeast,E,15.0
2016.0,NBA,ATL,43.0,39.0,2.0,27.9,78.0,219.0,82.0,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2,Southeast,E,5.0
2015.0,NBA,ATL,48.0,34.0,2.0,28.2,78.0,217.0,82.0,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20.0,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,Southeast,E,3.0
2014.0,NBA,ATL,60.0,22.0,1.0,27.8,78.0,218.0,82.0,240.6,38.1,81.7,0.466,10.0,26.2,0.38,28.1,55.5,0.506,16.5,21.2,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,Southeast,E,1.0
2013.0,NBA,ATL,38.0,44.0,4.0,27.6,78.0,220.0,82.0,241.8,37.3,81.6,0.458,9.4,25.8,0.363,28.0,55.8,0.502,17.0,21.7,0.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,Southeast,E,8.0
2012.0,NBA,ATL,44.0,38.0,2.0,27.1,78.0,215.0,82.0,242.1,37.6,81.0,0.464,8.6,23.2,0.371,29.0,57.8,0.501,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,Southeast,E,6.0
2017.0,NBA,BOS,55.0,27.0,2.0,24.7,78.0,221.0,82.0,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16.0,20.7,0.771,9.4,35.1,44.5,22.5,7.4,4.5,14.0,19.7,104.0,Atlantic,E,2.0
2016.0,NBA,BOS,53.0,29.0,1.0,25.9,77.0,219.0,82.0,240.9,38.6,85.1,0.454,12.0,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0,Atlantic,E,1.0
2015.0,NBA,BOS,48.0,34.0,2.0,25.2,77.0,220.0,82.0,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,Atlantic,E,4.0
2014.0,NBA,BOS,40.0,42.0,2.0,25.0,78.0,221.0,82.0,242.4,38.9,87.9,0.443,8.0,24.6,0.327,30.9,63.3,0.488,15.4,20.5,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4,Atlantic,E,7.0
2013.0,NBA,BOS,25.0,57.0,4.0,25.4,78.0,221.0,82.0,240.6,36.5,83.9,0.435,7.0,21.1,0.333,29.5,62.9,0.47,16.2,20.8,0.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,96.2,Atlantic,E,12.0
2012.0,NBA,BOS,41.0,40.0,3.0,29.1,78.0,214.0,81.0,244.9,37.0,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21.0,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5,Atlantic,E,7.0
2017.0,NBA,BRK,28.0,54.0,5.0,25.1,79.0,218.0,82.0,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6,Atlantic,E,12.0
2016.0,NBA,BRK,20.0,62.0,5.0,26.0,79.0,224.0,82.0,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8,Atlantic,E,15.0
2015.0,NBA,BRK,21.0,61.0,4.0,26.9,78.0,220.0,82.0,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,Atlantic,E,14.0
2014.0,NBA,BRK,38.0,44.0,3.0,28.6,79.0,224.0,82.0,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,Atlantic,E,8.0
2013.0,NBA,BRK,44.0,38.0,2.0,30.0,79.0,219.0,82.0,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,Atlantic,E,5.0
2012.0,NBA,BRK,49.0,33.0,2.0,28.6,79.0,223.0,82.0,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,Atlantic,E,3.0
2017.0,NBA,CHO,36.0,46.0,3.0,26.6,79.0,218.0,82.0,241.2,39.0,86.7,0.45,10.0,27.2,0.369,28.9,59.4,0.487,20.2,27.0,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2,Southeast,E,10.0
2016.0,NBA,CHO,36.0,46.0,4.0,26.5,79.0,215.0,82.0,241.8,37.7,85.4,0.442,10.0,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9,Southeast,E,11.0
2015.0,NBA,CHO,48.0,34.0,3.0,26.0,79.0,216.0,82.0,242.1,37.0,84.4,0.439,10.6,29.4,0.362,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,Southeast,E,5.0
2014.0,NBA,CHO,33.0,49.0,4.0,26.0,78.0,220.0,82.0,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,Southeast,E,11.0
2013.0,NBA,CHO,43.0,39.0,3.0,25.5,78.0,221.0,82.0,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30.0,64.1,0.468,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,Southeast,E,7.0
2012.0,NBA,CHO,21.0,61.0,4.0,24.4,78.0,219.0,82.0,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.448,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,Southeast,E,14.0
2017.0,NBA,CHI,27.0,55.0,5.0,24.4,79.0,216.0,82.0,242.1,38.7,88.8,0.435,11.0,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35.0,44.7,23.5,7.6,3.5,14.0,19.2,102.9,Central,E,13.0
2016.0,NBA,CHI,41.0,41.0,4.0,26.9,79.0,221.0,82.0,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31.0,64.8,0.479,18.0,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,Central,E,8.0
2015.0,NBA,CHI,42.0,40.0,4.0,27.6,79.0,215.0,82.0,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,Central,E,9.0
2014.0,NBA,CHI,50.0,32.0,2.0,28.8,79.0,210.0,82.0,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,Central,E,3.0
2013.0,NBA,CHI,48.0,34.0,2.0,28.6,79.0,217.0,82.0,243.0,34.7,80.2,0.432,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,Central,E,3.0
2012.0,NBA,CHI,45.0,37.0,2.0,28.0,78.0,215.0,82.0,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,Central,E,5.0
2017.0,NBA,CLE,50.0,32.0,1.0,30.6,78.0,227.0,82.0,240.6,40.4,84.8,0.476,12.0,32.1,0.372,28.4,52.6,0.54,18.1,23.3,0.779,8.5,33.7,42.1,23.4,7.1,3.8,13.7,18.6,110.9,Central,E,4.0
2016.0,NBA,CLE,51.0,31.0,1.0,29.2,78.0,228.0,82.0,242.4,39.9,84.9,0.47,13.0,33.9,0.384,26.9,51.0,0.528,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,Central,E,2.0
2015.0,NBA,CLE,57.0,25.0,1.0,28.1,79.0,231.0,82.0,242.1,38.7,84.0,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,Central,E,1.0
2014.0,NBA,CLE,53.0,29.0,1.0,26.9,79.0,225.0,82.0,241.2,37.7,82.2,0.458,10.1,27.5,0.367,27.6,54.7,0.504,17.7,23.6,0.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,Central,E,2.0
2013.0,NBA,CLE,33.0,49.0,3.0,24.9,78.0,217.0,82.0,243.0,37.0,84.8,0.437,7.1,20.0,0.356,29.9,64.8,0.461,17.0,22.7,0.751,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,Central,E,10.0
2012.0,NBA,CLE,24.0,58.0,5.0,24.1,78.0,216.0,82.0,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,Central,E,13.0
2017.0,NBA,DAL,24.0,58.0,4.0,27.7,78.0,213.0,82.0,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3,Southwest,W,13.0
2016.0,NBA,DAL,33.0,49.0,5.0,27.6,78.0,214.0,82.0,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,Southwest,W,11.0
2015.0,NBA,DAL,42.0,40.0,2.0,30.3,78.0,223.0,82.0,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,Southwest,W,6.0
2014.0,NBA,DAL,50.0,32.0,4.0,29.9,78.0,207.0,82.0,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,Southwest,W,7.0
2013.0,NBA,DAL,49.0,33.0,4.0,30.6,78.0,216.0,82.0,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,Southwest,W,8.0
2012.0,NBA,DAL,41.0,41.0,4.0,29.5,78.0,218.0,82.0,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1,Southwest,W,10.0
2017.0,NBA,DEN,46.0,36.0,5.0,25.1,79.0,218.0,82.0,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0,Northwest,W,9.0
2016.0,NBA,DEN,40.0,42.0,4.0,25.2,78.0,218.0,82.0,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7,Northwest,W,9.0
2015.0,NBA,DEN,33.0,49.0,4.0,24.7,78.0,215.0,82.0,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9,Northwest,W,10.0
2014.0,NBA,DEN,30.0,52.0,4.0,26.4,78.0,219.0,82.0,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,Northwest,W,12.0
2013.0,NBA,DEN,36.0,46.0,4.0,26.0,78.0,214.0,82.0,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62.0,0.481,19.1,26.3,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4,Northwest,W,11.0
2012.0,NBA,DEN,57.0,25.0,2.0,26.1,79.0,216.0,82.0,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1,Northwest,W,3.0
2017.0,NBA,DET,39.0,43.0,4.0,25.9,78.0,224.0,82.0,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58.0,0.488,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.5,18.4,103.8,Central,E,9.0
2016.0,NBA,DET,37.0,45.0,5.0,25.4,79.0,229.0,82.0,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3,Central,E,10.0
2015.0,NBA,DET,44.0,38.0,3.0,25.0,79.0,230.0,82.0,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,Central,E,8.0
2014.0,NBA,DET,32.0,50.0,5.0,25.9,78.0,222.0,82.0,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,Central,E,12.0
2013.0,NBA,DET,29.0,53.0,4.0,24.7,78.0,222.0,82.0,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,Central,E,11.0
2012.0,NBA,DET,29.0,53.0,4.0,25.3,79.0,225.0,82.0,241.5,36.3,81.0,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,Central,E,11.0
2017.0,NBA,GSW,58.0,24.0,1.0,28.8,79.0,221.0,82.0,240.6,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,43.5,29.3,8.0,7.5,15.5,19.6,113.5,Pacific,W,2.0
2016.0,NBA,GSW,67.0,15.0,1.0,28.2,79.0,219.0,82.0,241.2,43.1,87.1,0.495,12.0,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9,Pacific,W,1.0
2015.0,NBA,GSW,73.0,9.0,1.0,27.4,78.0,213.0,82.0,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,Pacific,W,1.0
2014.0,NBA,GSW,67.0,15.0,1.0,26.6,79.0,212.0,82.0,240.6,41.6,87.0,0.478,10.8,27.0,0.398,30.8,60.0,0.514,16.0,20.8,0.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,Pacific,W,1.0
2013.0,NBA,GSW,51.0,31.0,2.0,26.3,79.0,215.0,82.0,241.8,39.5,85.4,0.462,9.4,24.8,0.38,30.0,60.6,0.496,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3,Pacific,W,6.0
2012.0,NBA,GSW,47.0,35.0,2.0,25.3,79.0,220.0,82.0,241.5,38.2,83.4,0.458,8.0,19.9,0.403,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2,Pacific,W,6.0
2017.0,NBA,HOU,65.0,17.0,1.0,29.8,78.0,223.0,82.0,240.9,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9.0,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4,Southwest,W,1.0
2016.0,NBA,HOU,55.0,27.0,2.0,27.4,78.0,219.0,82.0,241.2,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,Southwest,W,3.0
2015.0,NBA,HOU,41.0,41.0,4.0,27.8,78.0,217.0,82.0,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27.0,52.6,0.514,20.4,29.4,0.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,Southwest,W,8.0
2014.0,NBA,HOU,56.0,26.0,1.0,27.6,78.0,211.0,82.0,241.5,37.0,83.3,0.444,11.4,32.7,0.348,25.6,50.6,0.506,18.6,26.0,0.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,Southwest,W,2.0
2013.0,NBA,HOU,54.0,28.0,2.0,25.4,79.0,216.0,82.0,241.8,38.0,80.5,0.472,9.5,26.6,0.358,28.5,54.0,0.529,22.1,31.1,0.712,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,107.7,Southwest,W,4.0
2012.0,NBA,HOU,45.0,37.0,3.0,24.4,79.0,221.0,82.0,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0,Southwest,W,7.0
2017.0,NBA,IND,48.0,34.0,2.0,26.2,78.0,217.0,82.0,240.9,40.8,86.4,0.472,9.0,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,42.3,22.2,8.8,4.1,13.3,18.8,105.6,Central,E,5.0
2016.0,NBA,IND,42.0,40.0,3.0,27.0,78.0,220.0,82.0,242.1,39.3,84.5,0.465,8.6,23.0,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1,Central,E,6.0
2015.0,NBA,IND,45.0,37.0,2.0,26.9,78.0,218.0,82.0,242.4,38.3,85.2,0.45,8.1,23.0,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,Central,E,7.0
2014.0,NBA,IND,38.0,44.0,4.0,28.3,79.0,221.0,82.0,242.1,36.6,83.2,0.439,7.5,21.2,0.352,29.1,62.0,0.469,16.7,22.2,0.756,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,Central,E,9.0
2013.0,NBA,IND,56.0,26.0,1.0,27.2,79.0,221.0,82.0,241.2,36.0,80.2,0.449,6.7,18.8,0.357,29.3,61.4,0.477,18.1,23.3,0.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,Central,E,1.0
2012.0,NBA,IND,49.0,32.0,1.0,25.7,79.0,221.0,81.0,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,Central,E,4.0
2017.0,NBA,LAC,42.0,40.0,2.0,27.0,78.0,218.0,82.0,240.3,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19.0,25.5,0.743,10.1,33.7,43.9,22.3,7.7,4.5,14.7,20.0,109.0,Pacific,W,10.0
2016.0,NBA,LAC,51.0,31.0,2.0,30.0,78.0,220.0,82.0,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26.0,0.745,9.0,34.0,43.0,22.5,7.5,4.2,13.0,19.8,108.7,Pacific,W,4.0
2015.0,NBA,LAC,53.0,29.0,2.0,29.7,78.0,217.0,82.0,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,Pacific,W,4.0
2014.0,NBA,LAC,56.0,26.0,2.0,28.8,78.0,220.0,82.0,240.6,39.4,83.3,0.473,10.1,26.9,0.376,29.3,56.4,0.519,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7,Pacific,W,3.0
2013.0,NBA,LAC,57.0,25.0,1.0,28.1,78.0,215.0,82.0,240.9,39.1,82.5,0.474,8.5,24.0,0.352,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9,Pacific,W,3.0
2012.0,NBA,LAC,56.0,26.0,1.0,28.8,78.0,217.0,82.0,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1,Pacific,W,4.0
2017.0,NBA,LAL,35.0,47.0,3.0,23.7,79.0,216.0,82.0,242.7,40.7,88.4,0.461,10.0,29.1,0.345,30.7,59.3,0.517,16.6,23.3,0.714,10.7,35.7,46.4,23.8,7.7,4.7,15.8,21.2,108.1,Pacific,W,11.0
2016.0,NBA,LAL,26.0,56.0,4.0,25.1,79.0,216.0,82.0,240.3,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17.0,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6,Pacific,W,14.0
2015.0,NBA,LAL,17.0,65.0,5.0,26.5,79.0,219.0,82.0,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,97.3,Pacific,W,15.0
2014.0,NBA,LAL,21.0,61.0,5.0,27.0,79.0,218.0,82.0,243.0,37.2,85.6,0.435,6.5,18.9,0.344,30.8,66.8,0.461,17.5,23.6,0.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,98.5,Pacific,W,14.0
2013.0,NBA,LAL,27.0,55.0,5.0,26.8,79.0,214.0,82.0,240.3,38.3,85.1,0.45,9.4,24.8,0.381,28.8,60.3,0.478,17.0,22.4,0.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,103.0,Pacific,W,14.0
2012.0,NBA,LAL,45.0,37.0,3.0,30.7,78.0,216.0,82.0,240.9,37.1,81.0,0.458,8.7,24.6,0.355,28.4,56.4,0.503,19.3,27.9,0.692,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,102.2,Pacific,W,8.0
2017.0,NBA,MEM,22.0,60.0,5.0,26.0,79.0,220.0,82.0,240.3,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31.0,40.5,21.5,7.5,4.8,15.0,23.2,99.3,Southwest,W,14.0
2016.0,NBA,MEM,43.0,39.0,3.0,29.5,79.0,221.0,82.0,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27.0,57.1,0.473,18.3,23.4,0.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,100.5,Southwest,W,7.0
2015.0,NBA,MEM,42.0,40.0,3.0,30.5,78.0,221.0,82.0,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,Southwest,W,7.0
2014.0,NBA,MEM,55.0,27.0,2.0,29.6,79.0,225.0,82.0,242.7,37.8,82.5,0.458,5.2,15.2,0.339,32.6,67.3,0.485,17.6,22.8,0.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3,Southwest,W,4.0
2013.0,NBA,MEM,50.0,32.0,3.0,28.5,79.0,225.0,82.0,241.5,38.1,82.0,0.464,4.9,14.0,0.353,33.1,68.0,0.487,15.1,20.3,0.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,96.1,Southwest,W,7.0
